Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
1DF411      11    Yes    000281F6-000281FD        8
1DF422       E    No     000281FE-00028210       13
1DF430      10    Yes    00028211-00028218        8
1DF440      BF    No     00028219-000282DC       C4
1DF4FF       F    Yes    000282DD-000282E4        8
1DF50E      11    No     000282E5-000282FA       16
1DF51F      1B    Yes    000282FB-00028302        8
1DF53A       5    No     00028303-0002830C        A
1DF53F       F    Yes    0002830D-00028314        8
1DF54E       2    No     00028315-0002831B        7
1DF550      1E    Yes    0002831C-00028323        8
1DF56E      A0    No     00028324-000283C8       A5
1DF60E      12    Yes    000283C9-000283D0        8
1DF620       E    No     000283D1-000283E3       13
1DF62E      12    Yes    000283E4-000283EB        8
1DF640     117    No     000283EC-00028507      11C
1DF757       E    Yes    00028508-0002850F        8
1DF766      4B    No     00028510-0002855F       50
1DF7B1      13    Yes    00028560-00028567        8
1DF7C4     59C    No     00028568-00028B08      5A1
1DFD61      9F    Yes    00028B09-00028B10        8
1DFE00      FF    No     00028B11-00028C14      104
1DFEFF     101    Yes    00028C15-00028C1C        8
1E0001     5FF    Yes    00028C1D-00028C24        8
1E0600     7C0    No     00028C25-000293E9      7C5
1E0DC0      42    Yes    000293EA-000293F1        8
1E0E02     4F9    No     000293F2-000298EF      4FE
1E12FC     104    Yes    000298F0-000298F7        8
1E1400      BF    No     000298F8-000299BB       C4
1E14BF     141    Yes    000299BC-000299C3        8
1E1600     1A0    No     000299C4-00029B68      1A5
1E17A0       E    Yes    00029B69-00029B70        8
1E17AE     574    No     00029B71-0002A0E9      579
1E1D22       E    Yes    0002A0EA-0002A0F1        8
1E1D30      D0    No     0002A0F2-0002A1C6       D5
1E1E01      2B    Yes    0002A1C7-0002A1CE        8
1E1E2C      14    No     0002A1CF-0002A1E7       19
1E1E41      2B    Yes    0002A1E8-0002A1EF        8
1E1E6C      14    No     0002A1F0-0002A208       19
1E1E80      1C    Yes    0002A209-0002A210        8
1E1E9C     25D    No     0002A211-0002A472      262
1E20F9      27    Yes    0002A473-0002A47A        8
1E2120     278    No     0002A47B-0002A6F7      27D
1E2398      68    Yes    0002A6F8-0002A6FF        8
1E2400      C0    No     0002A700-0002A7C4       C5
1E24C0     14E    Yes    0002A7C5-0002A7CC        8
1E260E       F    No     0002A7CD-0002A7E0       14
1E261D       F    Yes    0002A7E1-0002A7E8        8
1E262C     453    No     0002A7E9-0002AC40      458
1E2A80      1C    Yes    0002AC41-0002AC48        8
1E2A9C       1    No     0002AC49-0002AC4E        6
1E2A9D      15    Yes    0002AC4F-0002AC56        8
1E2AB2       D    No     0002AC57-0002AC68       12
1E2ABF      11    Yes    0002AC69-0002AC70        8
1E2AD0       1    No     0002AC71-0002AC76        6
1E2AD1      23    Yes    0002AC77-0002AC7E        8
1E2AF4      8B    No     0002AC7F-0002AD0E       90
1E2B7F      11    Yes    0002AD0F-0002AD16        8
1E2B90       F    No     0002AD17-0002AD2A       14
1E2B9F      11    Yes    0002AD2B-0002AD32        8
1E2BB0       F    No     0002AD33-0002AD46       14
1E2BBF      1F    Yes    0002AD47-0002AD4E        8
1E2BDE       1    No     0002AD4F-0002AD54        6
1E2BDF      11    Yes    0002AD55-0002AD5C        8
1E2BF0      8F    No     0002AD5D-0002ADF0       94
1E2C7F      11    Yes    0002ADF1-0002ADF8        8
1E2C90       F    No     0002ADF9-0002AE0C       14
1E2C9F       F    Yes    0002AE0D-0002AE14        8
1E2CB0       F    No     0002AE15-0002AE28       14
1E2CBF      11    Yes    0002AE29-0002AE30        8
1E2CD0       3    No     0002AE31-0002AE38        8
1E2CD4      22    Yes    0002AE39-0002AE40        8
1E2CF6      C9    No     0002AE41-0002AF0E       CE
1E2DC0       F    Yes    0002AF0F-0002AF16        8
1E2DD0     6B0    No     0002AF17-0002B5CB      6B5
1E3480      10    Yes    0002B5CC-0002B5D3        8
1E3490      10    No     0002B5D4-0002B5E8       15
1E34A0       F    Yes    0002B5E9-0002B5F0        8
1E34B0      30    No     0002B5F1-0002B625       35
1E34E0      10    Yes    0002B626-0002B62D        8
1E34F0      10    No     0002B62E-0002B642       15
1E3500      12    Yes    0002B643-0002B64A        8
1E3512      D0    No     0002B64B-0002B71F       D5
1E35E2       E    Yes    0002B720-0002B727        8
1E35F0      8E    No     0002B728-0002B7BA       93
1E367E      12    Yes    0002B7BB-0002B7C2        8
1E3690      6B    No     0002B7C3-0002B832       70
1E36FB      15    Yes    0002B833-0002B83A        8
1E3710       F    No     0002B83B-0002B84E       14
1E371F      11    Yes    0002B84F-0002B856        8
1E3730      6B    No     0002B857-0002B8C6       70
1E379B      1D    Yes    0002B8C7-0002B8CE        8
1E37B8     2EA    No     0002B8CF-0002BBBD      2EF
1E3AA2       E    Yes    0002BBBE-0002BBC5        8
1E3AB0      50    No     0002BBC6-0002BC1A       55
1E3B00       E    Yes    0002BC1B-0002BC22        8
1E3B0E      51    No     0002BC23-0002BC78       56
1E3B5F      10    Yes    0002BC79-0002BC80        8
1E3B70      30    No     0002BC81-0002BCB5       35
1E3BA1       F    Yes    0002BCB6-0002BCBD        8
1E3BB0      70    No     0002BCBE-0002BD32       75
1E3C20       E    Yes    0002BD33-0002BD3A        8
1E3C2E      12    No     0002BD3B-0002BD51       17
1E3C41      19    Yes    0002BD52-0002BD59        8
1E3C5A       6    No     0002BD5A-0002BD64        B
1E3C60       F    Yes    0002BD65-0002BD6C        8
1E3C70      2D    No     0002BD6D-0002BD9E       32
1E3C9D      13    Yes    0002BD9F-0002BDA6        8
1E3CB0      30    No     0002BDA7-0002BDDB       35
1E3CE0       F    Yes    0002BDDC-0002BDE3        8
1E3CF0      49    No     0002BDE4-0002BE31       4E
1E3D39      11    Yes    0002BE32-0002BE39        8
1E3D4A      16    No     0002BE3A-0002BE54       1B
1E3D60      10    Yes    0002BE55-0002BE5C        8
1E3D70      EF    No     0002BE5D-0002BF50       F4
1E3E5F      19    Yes    0002BF51-0002BF58        8
1E3E78      87    No     0002BF59-0002BFE4       8C
1E3EFF      19    Yes    0002BFE5-0002BFEC        8
1E3F18     5C8    No     0002BFED-0002C5B9      5CD
1E44E0      10    Yes    0002C5BA-0002C5C1        8
1E44F0      8F    No     0002C5C2-0002C655       94
1E457F      11    Yes    0002C656-0002C65D        8
1E4590     150    No     0002C65E-0002C7B2      155
1E46E0       E    Yes    0002C7B3-0002C7BA        8
1E46EE      C1    No     0002C7BB-0002C880       C6
1E47AF      11    Yes    0002C881-0002C888        8
1E47C0      9F    No     0002C889-0002C92C       A4
1E485F      11    Yes    0002C92D-0002C934        8
1E4870      8D    No     0002C935-0002C9C6       92
1E48FD     111    Yes    0002C9C7-0002C9CE        8
1E4A0E     293    No     0002C9CF-0002CC66      298
1E4CA2       E    Yes    0002CC67-0002CC6E        8
1E4CB0       3    No     0002CC6F-0002CC76        8
1E4CB3       E    Yes    0002CC77-0002CC7E        8
1E4CC1     21E    No     0002CC7F-0002CEA1      223
1E4EDF       E    Yes    0002CEA2-0002CEA9        8
1E4EEE     154    No     0002CEAA-0002D002      159
1E5042       E    Yes    0002D003-0002D00A        8
1E5050      D2    No     0002D00B-0002D0E1       D7
1E5122       E    Yes    0002D0E2-0002D0E9        8
1E5130       5    No     0002D0EA-0002D0F3        A
1E5135      32    Yes    0002D0F4-0002D0FB        8
1E5167    1099    No     0002D0FC-0002E199     109E
1E6200      2E    Yes    0002E19A-0002E1A1        8
1E622E     1D2    No     0002E1A2-0002E378      1D7
1E6400       E    Yes    0002E379-0002E380        8
1E640E     A86    No     0002E381-0002EE0B      A8B
1E6E94      18    Yes    0002EE0C-0002EE13        8
1E6EAC      14    No     0002EE14-0002EE2C       19
1E6EC0     148    Yes    0002EE2D-0002EE34        8
1E7008      98    No     0002EE35-0002EED1       9D
1E70A0      12    Yes    0002EED2-0002EED9        8
1E70B2      4E    No     0002EEDA-0002EF2C       53
1E7100      12    Yes    0002EF2D-0002EF34        8
1E7112      4E    No     0002EF35-0002EF87       53
1E7160      12    Yes    0002EF88-0002EF8F        8
1E7172     12E    No     0002EF90-0002F0C2      133
1E72A0      12    Yes    0002F0C3-0002F0CA        8
1E72B2      4E    No     0002F0CB-0002F11D       53
1E7300      12    Yes    0002F11E-0002F125        8
1E7312      4E    No     0002F126-0002F178       53
1E7360      12    Yes    0002F179-0002F180        8
1E7372     24E    No     0002F181-0002F3D3      253
1E75C0      12    Yes    0002F3D4-0002F3DB        8
1E75D2       B    No     0002F3DC-0002F3EB       10
1E75DD      15    Yes    0002F3EC-0002F3F3        8
1E75F2      AE    No     0002F3F4-0002F4A6       B3
1E76A0      12    Yes    0002F4A7-0002F4AE        8
1E76B2      4E    No     0002F4AF-0002F501       53
1E7702      10    Yes    0002F502-0002F509        8
1E7712      6E    No     0002F50A-0002F57C       73
1E7780      12    Yes    0002F57D-0002F584        8
1E7792      EE    No     0002F585-0002F677       F3
1E7880      12    Yes    0002F678-0002F67F        8
1E7892       B    No     0002F680-0002F68F       10
1E789D      23    Yes    0002F690-0002F697        8
1E78C0      40    No     0002F698-0002F6DC       45
1E7900      11    Yes    0002F6DD-0002F6E4        8
1E7912      6E    No     0002F6E5-0002F757       73
1E7980      12    Yes    0002F758-0002F75F        8
1E7992     14E    No     0002F760-0002F8B2      153
1E7AE0      12    Yes    0002F8B3-0002F8BA        8
1E7AF2     1AE    No     0002F8BB-0002FA6D      1B3
1E7CA0      12    Yes    0002FA6E-0002FA75        8
1E7CB2       B    No     0002FA76-0002FA85       10
1E7CBD      14    Yes    0002FA86-0002FA8D        8
1E7CD2       B    No     0002FA8E-0002FA9D       10
1E7CDD      14    Yes    0002FA9E-0002FAA5        8
1E7CF2     1AE    No     0002FAA6-0002FC58      1B3
1E7EA0      12    Yes    0002FC59-0002FC60        8
1E7EB2       B    No     0002FC61-0002FC70       10
1E7EBD      15    Yes    0002FC71-0002FC78        8
1E7ED2       B    No     0002FC79-0002FC88       10
1E7EDD      15    Yes    0002FC89-0002FC90        8
1E7EF2       B    No     0002FC91-0002FCA0       10
1E7EFD      15    Yes    0002FCA1-0002FCA8        8
1E7F12       B    No     0002FCA9-0002FCB8       10
1E7F1D      15    Yes    0002FCB9-0002FCC0        8
1E7F32       B    No     0002FCC1-0002FCD0       10
1E7F3D      15    Yes    0002FCD1-0002FCD8        8
1E7F52       B    No     0002FCD9-0002FCE8       10
1E7F5D      15    Yes    0002FCE9-0002FCF0        8
1E7F72       B    No     0002FCF1-0002FD00       10
1E7F7D      15    Yes    0002FD01-0002FD08        8
1E7F92       B    No     0002FD09-0002FD18       10
1E7F9D      15    Yes    0002FD19-0002FD20        8
1E7FB2       B    No     0002FD21-0002FD30       10
1E7FBD      15    Yes    0002FD31-0002FD38        8
1E7FD2       B    No     0002FD39-0002FD48       10
1E7FDD      15    Yes    0002FD49-0002FD50        8
1E7FF2       E    No     0002FD51-0002FD63       13
1E8000     E00    Yes    0002FD64-0002FD6B        8
1E8E00      26    Yes    0002FD6C-0002FD73        8
1E8E26      79    No     0002FD74-0002FDF1       7E
1E8E9F      25    Yes    0002FDF2-0002FDF9        8
1E8EC5      7A    No     0002FDFA-0002FE78       7F
1E8F3F      1F    Yes    0002FE79-0002FE80        8
1E8F5E      81    No     0002FE81-0002FF06       86
1E8FDF      1F    Yes    0002FF07-0002FF0E        8
1E8FFE      57    No     0002FF0F-0002FF6A       5C
1E9055      2B    Yes    0002FF6B-0002FF72        8
1E9080      75    No     0002FF73-0002FFEC       7A
1E90F5      2B    Yes    0002FFED-0002FFF4        8
1E9120      75    No     0002FFF5-0003006E       7A
1E9195      2B    Yes    0003006F-00030076        8
1E91C0      9F    No     00030077-0003011A       A4
1E9260      40    Yes    0003011B-00030122        8
1E92A0      39    No     00030123-00030160       3E
1E92D9       F    Yes    00030161-00030168        8
1E92E8      17    No     00030169-00030184       1C
1E92FF      41    Yes    00030185-0003018C        8
1E9340      3B    No     0003018D-000301CC       40
1E937B       F    Yes    000301CD-000301D4        8
1E938A      78    No     000301D5-00030251       7D
1E9402      10    Yes    00030252-00030259        8
1E9412      3F    No     0003025A-0003029D       44
1E9451      4E    Yes    0003029E-000302A5        8
1E94A0      57    No     000302A6-00030301       5C
1E94F7      49    Yes    00030302-00030309        8
1E9540      C0    No     0003030A-000303CE       C5
1E9600      28    Yes    000303CF-000303D6        8
1E9628      38    No     000303D7-00030413       3D
1E9660      26    Yes    00030414-0003041B        8
1E9686      3A    No     0003041C-0003045A       3F
1E96C0      22    Yes    0003045B-00030462        8
1E96E2      3E    No     00030463-000304A5       43
1E9720      24    Yes    000304A6-000304AD        8
1E9744      94    No     000304AE-00030546       99
1E97D8       F    Yes    00030547-0003054E        8
1E97E7      15    No     0003054F-00030568       1A
1E97FC      1F    Yes    00030569-00030570        8
1E981B      45    No     00030571-000305BA       4A
1E9860      20    Yes    000305BB-000305C2        8
1E9880      40    No     000305C3-00030607       45
1E98C0      1F    Yes    00030608-0003060F        8
1E98DF      41    No     00030610-00030655       46
1E9921      1E    Yes    00030656-0003065D        8
1E993F      BF    No     0003065E-00030721       C4
1E99FE      12    Yes    00030722-00030729        8
1E9A11       1    No     0003072A-0003072F        6
1E9A12       E    Yes    00030730-00030737        8
1E9A20      A2    No     00030738-000307DE       A7
1E9AC2       E    Yes    000307DF-000307E6        8
1E9AD0       1    No     000307E7-000307EC        6
1E9AD1       F    Yes    000307ED-000307F4        8
1E9AE0     120    No     000307F5-00030919      125
1E9C01      1F    Yes    0003091A-00030921        8
1E9C20      3E    No     00030922-00030964       43
1E9C5E      22    Yes    00030965-0003096C        8
1E9C80      3C    No     0003096D-000309AD       41
1E9CBC      23    Yes    000309AE-000309B5        8
1E9CE0      38    No     000309B6-000309F2       3D
1E9D18      27    Yes    000309F3-000309FA        8
1E9D40      A0    No     000309FB-00030A9F       A5
1E9DE0      4E    Yes    00030AA0-00030AA7        8
1E9E2E      92    No     00030AA8-00030B3E       97
1E9EC0      1A    Yes    00030B3F-00030B46        8
1E9EDA       5    No     00030B47-00030B50        A
1E9EDF      43    Yes    00030B51-00030B58        8
1E9F22     31D    No     00030B59-00030E7A      322
1EA23F      21    Yes    00030E7B-00030E82        8
1EA260     360    No     00030E83-000311E7      365
1EA5C0      30    Yes    000311E8-000311EF        8
1EA5F0     150    No     000311F0-00031344      155
1EA740      20    Yes    00031345-0003134C        8
1EA760     1DF    No     0003134D-00031530      1E4
1EA93F      42    Yes    00031531-00031538        8
1EA981     2FF    No     00031539-0003183C      304
1EAC80      80    Yes    0003183D-00031844        8
1EAD00     87C    No     00031845-000320C5      881
1EB57C      22    Yes    000320C6-000320CD        8
1EB59E     457    No     000320CE-00032529      45C
1EB9F5      11    Yes    0003252A-00032531        8
1EBA06      62    No     00032532-00032598       67
1EBA68       E    Yes    00032599-000325A0        8
1EBA76      26    No     000325A1-000325CB       2B
1EBA9C       E    Yes    000325CC-000325D3        8
1EBAAA      20    No     000325D4-000325F8       25
1EBACA       E    Yes    000325F9-00032600        8
1EBAD8     1CA    No     00032601-000327CF      1CF
1EBCA2       E    Yes    000327D0-000327D7        8
1EBCB0      10    No     000327D8-000327EC       15
1EBCC0      11    Yes    000327ED-000327F4        8
1EBCD1     22E    No     000327F5-00032A27      233
1EBEFF      25    Yes    00032A28-00032A2F        8
1EBF24     1D8    No     00032A30-00032C0C      1DD
1EC0FC      24    Yes    00032C0D-00032C14        8
1EC120      20    No     00032C15-00032C39       25
1EC140      10    Yes    00032C3A-00032C41        8
1EC150      12    No     00032C42-00032C58       17
1EC162       E    Yes    00032C59-00032C60        8
1EC170       5    No     00032C61-00032C6A        A
1EC175      1B    Yes    00032C6B-00032C72        8
1EC190       1    No     00032C73-00032C78        6
1EC191      1F    Yes    00032C79-00032C80        8
1EC1B0     28E    No     00032C81-00032F13      293
1EC43E      12    Yes    00032F14-00032F1B        8
1EC450     406    No     00032F1C-00033326      40B
1EC856       E    Yes    00033327-0003332E        8
1EC864     156    No     0003332F-00033489      15B
1EC9BA      10    Yes    0003348A-00033491        8
1EC9CA      15    No     00033492-000334AB       1A
1EC9DF       F    Yes    000334AC-000334B3        8
1EC9EE      32    No     000334B4-000334EA       37
1ECA20       F    Yes    000334EB-000334F2        8
1ECA2F     151    No     000334F3-00033648      156
1ECB80      2E    Yes    00033649-00033650        8
1ECBAE       2    No     00033651-00033657        7
1ECBB0       E    Yes    00033658-0003365F        8
1ECBBE     13E    No     00033660-000337A2      143
1ECCFC      12    Yes    000337A3-000337AA        8
1ECD0E       2    No     000337AB-000337B1        7
1ECD10       D    Yes    000337B2-000337B9        8
1ECD1E     272    No     000337BA-00033A30      277
1ECF90      14    Yes    00033A31-00033A38        8
1ECFA4      2C    No     00033A39-00033A69       31
1ECFD0      12    Yes    00033A6A-00033A71        8
1ECFE2      8A    No     00033A72-00033B00       8F
1ED06C      18    Yes    00033B01-00033B08        8
1ED084      4A    No     00033B09-00033B57       4F
1ED0CE      14    Yes    00033B58-00033B5F        8
1ED0E2     11B    No     00033B60-00033C7F      120
1ED1FD       E    Yes    00033C80-00033C87        8
1ED20C      74    No     00033C88-00033D00       79
1ED280       F    Yes    00033D01-00033D08        8
1ED28F      51    No     00033D09-00033D5E       56
1ED2E0       F    Yes    00033D5F-00033D66        8
1ED2EF     1E2    No     00033D67-00033F4D      1E7
1ED4D1       F    Yes    00033F4E-00033F55        8
1ED4E0      64    No     00033F56-00033FBE       69
1ED544      1C    Yes    00033FBF-00033FC6        8
1ED560     2D8    No     00033FC7-000342A3      2DD
1ED838      28    Yes    000342A4-000342AB        8
1ED860      58    No     000342AC-00034308       5D
1ED8B8      28    Yes    00034309-00034310        8
1ED8E0      58    No     00034311-0003436D       5D
1ED938      28    Yes    0003436E-00034375        8
1ED960     300    No     00034376-0003467A      305
1EDC60      22    Yes    0003467B-00034682        8
1EDC82    1247    No     00034683-000358CE     124C
1EEEC9       E    Yes    000358CF-000358D6        8
1EEED7     31C    No     000358D7-00035BF7      321
1EF1F3       E    Yes    00035BF8-00035BFF        8
1EF201     1DF    No     00035C00-00035DE3      1E4
1EF3E0       E    Yes    00035DE4-00035DEB        8
1EF3EE       2    No     00035DEC-00035DF2        7
1EF3F0       E    Yes    00035DF3-00035DFA        8
1EF3FE       1    No     00035DFB-00035E00        6
1EF3FF      41    Yes    00035E01-00035E08        8
1EF440      BF    No     00035E09-00035ECC       C4
1EF4FF      21    Yes    00035ECD-00035ED4        8
1EF520     542    No     00035ED5-0003641B      547
1EFA62       E    Yes    0003641C-00036423        8
1EFA70       1    No     00036424-00036429        6
1EFA71       F    Yes    0003642A-00036431        8
1EFA80      13    No     00036432-00036449       18
1EFA94      2C    Yes    0003644A-00036451        8
1EFAC0      82    No     00036452-000364D8       87
1EFB42       E    Yes    000364D9-000364E0        8
1EFB50       1    No     000364E1-000364E6        6
1EFB51       F    Yes    000364E7-000364EE        8
1EFB60       2    No     000364EF-000364F5        7
1EFB62       E    Yes    000364F6-000364FD        8
1EFB70       1    No     000364FE-00036503        6
1EFB71       F    Yes    00036504-0003650B        8
1EFB80      35    No     0003650C-00036545       3A
1EFBB5      4F    Yes    00036546-0003654D        8
1EFC04     1CC    No     0003654E-0003671E      1D1
1EFDD2       C    Yes    0003671F-00036726        8
1EFDDE      12    No     00036727-0003673D       17
1EFDF1      6F    Yes    0003673E-00036745        8
1EFE60      E9    No     00036746-00036833       EE
1EFF49      1E    Yes    00036834-0003683B        8
1EFF67       9    No     0003683C-00036849        E
1EFF70      14    Yes    0003684A-00036851        8
1EFF84       C    No     00036852-00036862       11
1EFF91      13    Yes    00036863-0003686A        8
1EFFA4      28    No     0003686B-00036897       2D
1EFFCC      14    Yes    00036898-0003689F        8
1EFFE0       8    No     000368A0-000368AC        D
1EFFE8      18    Yes    000368AD-000368B4        8
1F0000     A00    Yes    000368B5-000368BC        8
1F0A00       C    Yes    000368BD-000368C4        8
1F0A0C      34    No     000368C5-000368FD       39
1F0A40      2C    Yes    000368FE-00036905        8
1F0A6C      90    No     00036906-0003699A       95
1F0AFC      24    Yes    0003699B-000369A2        8
1F0B20      BC    No     000369A3-00036A63       C1
1F0BDC      24    Yes    00036A64-00036A6B        8
1F0C00       2    No     00036A6C-00036A72        7
1F0C02       E    Yes    00036A73-00036A7A        8
1F0C10      CF    No     00036A7B-00036B4E       D4
1F0CDF      26    Yes    00036B4F-00036B56        8
1F0D05      9B    No     00036B57-00036BF6       A0
1F0DA0      84    Yes    00036BF7-00036BFE        8
1F0E24     31E    No     00036BFF-00036F21      323
1F1142       E    Yes    00036F22-00036F29        8
1F1150       4    No     00036F2A-00036F32        9
1F1154      2C    Yes    00036F33-00036F3A        8
1F1180     197    No     00036F3B-000370D6      19C
1F1317      17    Yes    000370D7-000370DE        8
1F132E       2    No     000370DF-000370E5        7
1F1330       E    Yes    000370E6-000370ED        8
1F133E      42    No     000370EE-00037134       47
1F1380      20    Yes    00037135-0003713C        8
1F13A0      BA    No     0003713D-000371FB       BF
1F145A      26    Yes    000371FC-00037203        8
1F1480      3B    No     00037204-00037243       40
1F14BB      64    Yes    00037244-0003724B        8
1F1520     120    No     0003724C-00037370      125
1F1640      13    Yes    00037371-00037378        8
1F1653      6D    No     00037379-000373EA       72
1F16C1      1A    Yes    000373EB-000373F2        8
1F16DB      E5    No     000373F3-000374DC       EA
1F17C0      40    Yes    000374DD-000374E4        8
1F1800      40    No     000374E5-00037529       45
1F1840      11    Yes    0003752A-00037531        8
1F1851     16F    No     00037532-000376A5      174
1F19C0      40    Yes    000376A6-000376AD        8
1F1A00      A2    No     000376AE-00037754       A7
1F1AA2       E    Yes    00037755-0003775C        8
1F1AB0      4C    No     0003775D-000377AD       51
1F1AFC     108    Yes    000377AE-000377B5        8
1F1C04     17C    No     000377B6-00037936      181
1F1D80       E    Yes    00037937-0003793E        8
1F1D8E      12    No     0003793F-00037955       17
1F1DA0       E    Yes    00037956-0003795D        8
1F1DAE       2    No     0003795E-00037964        7
1F1DB0       E    Yes    00037965-0003796C        8
1F1DBE       2    No     0003796D-00037973        7
1F1DC0      40    Yes    00037974-0003797B        8
1F1E00     1C0    No     0003797C-00037B40      1C5
1F1FC0      4E    Yes    00037B41-00037B48        8
1F200E     293    No     00037B49-00037DE0      298
1F22A1       F    Yes    00037DE1-00037DE8        8
1F22B0       3    No     00037DE9-00037DF0        8
1F22B3       E    Yes    00037DF1-00037DF8        8
1F22C1     21E    No     00037DF9-0003801B      223
1F24DF       F    Yes    0003801C-00038023        8
1F24EE     154    No     00038024-0003817C      159
1F2642       E    Yes    0003817D-00038184        8
1F2650      D2    No     00038185-0003825B       D7
1F2723       D    Yes    0003825C-00038263        8
1F2730       5    No     00038264-0003826D        A
1F2735      32    Yes    0003826E-00038275        8
1F2767     494    No     00038276-0003870E      499
1F2BFB      27    Yes    0003870F-00038716        8
1F2C22      6E    No     00038717-00038789       73
1F2C90       E    Yes    0003878A-00038791        8
1F2C9E      50    No     00038792-000387E6       55
1F2CEE       E    Yes    000387E7-000387EE        8
1F2CFC       3    No     000387EF-000387F6        8
1F2CFF       F    Yes    000387F7-000387FE        8
1F2D0E      EF    No     000387FF-000388F2       F4
1F2DFD      23    Yes    000388F3-000388FA        8
1F2E20     1BF    No     000388FB-00038ABE      1C4
1F2FDF       F    Yes    00038ABF-00038AC6        8
1F2FEE      12    No     00038AC7-00038ADD       17
1F3000      1C    Yes    00038ADE-00038AE5        8
1F301C     164    No     00038AE6-00038C4E      169
1F3180      20    Yes    00038C4F-00038C56        8
1F31A0      22    No     00038C57-00038C7D       27
1F31C2       E    Yes    00038C7E-00038C85        8
1F31D0      A9    No     00038C86-00038D33       AE
1F3279      32    Yes    00038D34-00038D3B        8
1F32AC      4F    No     00038D3C-00038D8F       54
1F32FB      65    Yes    00038D90-00038D97        8
1F3360      A0    No     00038D98-00038E3C       A5
1F3400      49    Yes    00038E3D-00038E44        8
1F3449      56    No     00038E45-00038E9F       5B
1F349F      11    Yes    00038EA0-00038EA7        8
1F34B0      31    No     00038EA8-00038EDD       36
1F34E1       F    Yes    00038EDE-00038EE5        8
1F34F0       2    No     00038EE6-00038EEC        7
1F34F2       D    Yes    00038EED-00038EF4        8
1F3500      7F    No     00038EF5-00038F78       84
1F357F       F    Yes    00038F79-00038F80        8
1F358E     112    No     00038F81-00039097      117
1F36A0      63    Yes    00039098-0003909F        8
1F3704      57    No     000390A0-000390FB       5C
1F375B      25    Yes    000390FC-00039103        8
1F3780      76    No     00039104-0003917E       7B
1F37F7       D    Yes    0003917F-00039186        8
1F3804     169    No     00039187-000392F4      16E
1F396D      14    Yes    000392F5-000392FC        8
1F3982       B    No     000392FD-0003930C       10
1F398D      19    Yes    0003930D-00039314        8
1F39A6      39    No     00039315-00039352       3E
1F39DF      21    Yes    00039353-0003935A        8
1F3A00     142    No     0003935B-000394A1      147
1F3B42       E    Yes    000394A2-000394A9        8
1F3B50      1D    No     000394AA-000394CB       22
1F3B6D      21    Yes    000394CC-000394D3        8
1F3B8E      54    No     000394D4-0003952C       59
1F3BE2       D    Yes    0003952D-00039534        8
1F3BF0     10D    No     00039535-00039646      112
1F3CFD      2B    Yes    00039647-0003964E        8
1F3D28      DA    No     0003964F-0003972D       DF
1F3E02       E    Yes    0003972E-00039735        8
1F3E10      49    No     00039736-00039783       4E
1F3E59      27    Yes    00039784-0003978B        8
1F3E80      31    No     0003978C-000397C1       36
1F3EB1       F    Yes    000397C2-000397C9        8
1F3EC0      35    No     000397CA-00039803       3A
1F3EF5      15    Yes    00039804-0003980B        8
1F3F0A      EF    No     0003980C-000398FF       F4
1F3FF9      29    Yes    00039900-00039907        8
1F4022      CB    No     00039908-000399D7       D0
1F40ED      13    Yes    000399D8-000399DF        8
1F4100      D7    No     000399E0-00039ABB       DC
1F41D7      32    Yes    00039ABC-00039AC3        8
1F420A     2D1    No     00039AC4-00039D99      2D6
1F44DB      15    Yes    00039D9A-00039DA1        8
1F44F0     141    No     00039DA2-00039EE7      146
1F4631      4F    Yes    00039EE8-00039EEF        8
1F4680      4D    No     00039EF0-00039F41       52
1F46CD      15    Yes    00039F42-00039F49        8
1F46E2       B    No     00039F4A-00039F59       10
1F46ED      12    Yes    00039F5A-00039F61        8
1F4700      17    No     00039F62-00039F7D       1C
1F4717      19    Yes    00039F7E-00039F85        8
1F4730      BD    No     00039F86-0003A047       C2
1F47ED      19    Yes    0003A048-0003A04F        8
1F4806     31C    No     0003A050-0003A370      321
1F4B22       E    Yes    0003A371-0003A378        8
1F4B30     22F    No     0003A379-0003A5AC      234
1F4D5F       F    Yes    0003A5AD-0003A5B4        8
1F4D6E      91    No     0003A5B5-0003A64A       96
1F4E00      10    Yes    0003A64B-0003A652        8
1F4E10       1    No     0003A653-0003A658        6
1F4E11       F    Yes    0003A659-0003A660        8
1F4E20      5F    No     0003A661-0003A6C4       64
1F4E7F      21    Yes    0003A6C5-0003A6CC        8
1F4EA0     15D    No     0003A6CD-0003A82E      162
1F4FFD     14B    Yes    0003A82F-0003A836        8
1F5148      12    No     0003A837-0003A84D       17
1F515A      17    Yes    0003A84E-0003A855        8
1F5171       1    No     0003A856-0003A85B        6
1F5172      59    Yes    0003A85C-0003A863        8
1F51CB      15    No     0003A864-0003A87D       1A
1F51E0      11    Yes    0003A87E-0003A885        8
1F51F1       5    No     0003A886-0003A88F        A
1F51F6      22    Yes    0003A890-0003A897        8
1F5218      5C    No     0003A898-0003A8F8       61
1F5274      10    Yes    0003A8F9-0003A900        8
1F5284       1    No     0003A901-0003A906        6
1F5285       F    Yes    0003A907-0003A90E        8
1F5294       A    No     0003A90F-0003A91D        F
1F529F      1D    Yes    0003A91E-0003A925        8
1F52BC       4    No     0003A926-0003A92E        9
1F52C0      18    Yes    0003A92F-0003A936        8
